x_max,rho_d,mean,stdev,ucvar95,avg_glide,terminal_upper_mass
300,2.5083699226379395,70.34240149325989,22.85770462612906,128.38653752542174,0.28389071339938143,3.5975782152097976e-07
600,2.5083699226379395,70.34251318305246,22.85847364377933,128.38859392042428,0.2838898070335654,3.3358302156966676e-13
900,2.5083699226379395,70.34251318149391,22.858473645302524,128.38859392706502,0.2838898069630485,9.858227353557473e-18
