state,year,start_x,strategy,risky_fraction,mean,stdev,median,q05,cvar05,q95,skewness
30年・中央値,30,40.63729289483591,cTCMV,0.21428571428571427,60.005036028367755,7.074516150281924,60.24979081859183,48.45752405607884,45.63956496421888,71.10546424284871,0.12354804345004201
30年・中央値,30,40.63729289483591,dTCMV,0.4456814639811275,67.85136831254519,16.727899708432453,65.59338293548683,43.70340373471835,38.57705143693515,98.96309330796707,0.6112950395530584
30年・高残高,30,58.50665325379375,cTCMV,0.06499629658122656,80.67630780679113,7.790182866288116,80.65764491557572,69.24959548354624,65.54638955781722,94.7745686360966,0.2111991852722924
30年・高残高,30,58.50665325379375,dTCMV,0.3692369105372278,91.13192264826935,21.012467260292265,88.6200731655727,60.24979081859183,54.99179158263962,130.136538531141,0.6831522943241531
35年・低残高,35,36.19688736289694,cTCMV,0.2724390624826903,45.70389341867673,5.359963710564458,45.267631401426,36.19688736289694,34.0321001653905,53.39339325316426,-0.20876904570300797
35年・低残高,35,36.19688736289694,dTCMV,0.4984714743409076,48.350330196884585,9.601706999146634,48.45752405607884,33.34486740654338,30.52083853598858,65.59338293548683,0.3899545246382241
