strategy,PG_WMAE,abs_dg_q95,abs_dg_q99,max_abs_dg_reachable,weighted_mean_abs_dpi,max_abs_dpi_reachable
cTCMV,0.0092267279663367,0.0246571683841475,0.0667943533693458,0.9806748028415694,0.21571541955202833,294.20244085247083
dTCMV,0.03637832513452458,0.07490098149065383,0.09973587196406752,0.8791248021356417,0.9248888723070434,263.7374406406925
