year,median_x,H_over_x,Gamma,theta_unconstrained,strict_risky_fraction,strict_total_wealth_fraction
0,0.09894075959347055,303.87388319337225,0.08287900833644923,0.09622313506638548,1.0,0.003280044815664746
10,10.999704081651807,2.195165960205552,0.07113209275616034,0.14452427784339972,0.14285714285714285,0.0447103983443641
20,24.074315644008184,0.7173425886064114,0.06046848922702335,0.21367936402123908,0.07142857142857142,0.041592499890504814
30,40.63729289483591,0.2283803631080393,0.05008208192611927,0.3190361611892886,0.4459586174886577,0.3630460327127799
35,53.39339325316426,0.0901647894170452,0.042949719889579165,0.39437036132674014,0.42857142857142855,0.3931253630018659
39,63.793291290635686,0.015549004518857693,0.038589052443941035,0.47150850587155113,0.43601887799030237,0.4293430214102543
