kind,eta0,gamma0,mean,stdev,variance,third_central_moment,skewness,q05,q50,q95,cvar05,ucvar95,F0_backward,F0_forward,G0_backward,G0_forward,K0_backward,K0_forward,mean_abs_glide,mean_upper_binding,terminal_boundary_mass
cal,0.0,2.5,70.34483966999647,22.966629856697462,527.4660869745475,11051.165637733957,0.9122550473508736,39.135789990949135,67.41219352243881,111.93122851425927,33.441002044542046,129.07671537893538,70.34489932234571,70.34483966999647,5475.9099210168815,5475.862555172057,470479.5313782255,470458.8737754196,0.2811371887995846,0.0400229235604147,3.958028428353317e-07
cal,1.0,2.94772,70.36951577473839,22.46366790559805,504.6163757729959,9658.643826777285,0.8520677758130558,39.135789990949135,67.41219352243881,111.93122851425927,33.92931144189058,126.5212013182778,70.36953629736865,70.36951577473842,5456.509851333512,5456.485126144152,464659.0983092934,464648.08001590177,0.3357352484109213,0.0942506342208142,1.3913542083512197e-07
cal,2.0,3.371703,70.33211394164611,22.235687660787743,494.4258057481083,9154.47000163699,0.8326864755454659,39.135789990949135,67.41219352243881,111.93122851425927,34.456193196236256,126.12987685516298,70.33212489680132,70.33211394164616,5441.051082205679,5441.032057248804,461390.1715775203,461381.7808233415,0.3682875087720609,0.1396454704977809,7.73674624398041e-08
cal,4.0,4.100708,70.34001901857333,23.341213893429355,544.8122660188196,13830.169402816506,1.0875699128266731,39.135789990949135,67.41219352243881,114.15039116409054,35.77602495898699,131.58991118746945,70.34038744313263,70.34001901857333,5492.7470247129,5492.530541552079,476910.76263923774,476819.0824623163,0.404184526061937,0.2313706745434596,3.054141681710345e-07
cal,8.0,5.194216,70.35434557550855,24.66544215944258,608.3840369208075,19167.36988032453,1.277308517612349,40.63729289483591,65.59338293548683,116.38585142488222,36.30310197151244,137.4335817030367,70.35472213866689,70.35434557550856,5558.348763183521,5558.117978278888,495909.9748941157,495810.0444259033,0.4325974633833641,0.3055693116738478,1.9353241830615746e-07
