strategy,mean_diff,paired_se,ci_low,ci_high,lcvar_diff,glide_mae
PCMV_saved,1.6834758639782423,0.014380929910880375,1.6552892413529168,1.711662486603568,-1.4528513850516518,0.030264467887799542
DOMV_saved,3.738270630723534,0.02310230665534795,3.692990109679052,3.7835511517680156,-3.2378105835307096,0.08553407624096489
cTCMV_saved,-2.000744906468026,0.011106670823088428,-2.0225139812812793,-1.9789758316547728,0.17817206116139772,0.018220634564934047
dTCMV_saved,4.476317946999542,0.026069607145317055,4.42522151699472,4.527414377004363,0.9896229132897574,0.14645992798328725
