strategy,paths,mean,mean_se,sd,q05,q50,q95,lcvar05,ucvar05,shortfall60,expected_shortfall60,avg_glide,ever_above300,negative_steps
PCMV_saved,100000,85.41360681430835,0.06240329252071095,19.733653785919678,37.635510452055875,95.74103677795577,99.48085910148572,28.709468228630325,99.63476844051992,0.12631,2.4270937920812683,0.6673218292629374,0.0,0
DOMV_saved,100000,85.29861320574057,0.07860680824436726,24.85765536483022,46.79876980134701,83.8570386065542,128.2121523587639,39.33932727431307,140.3004414734252,0.15551,1.6536548997009826,0.6257284801771704,0.0,0
cTCMV_saved,100000,85.30525912977427,0.07833774270183565,24.77256936940334,46.974525204365115,83.71202613618115,127.70479367650637,39.476654655086,140.3401455752933,0.15467,1.6301967266794102,0.6174547961522425,0.0,0
dTCMV_saved,100000,85.38913549598765,0.12166658813904385,38.47435336610055,38.30558547421545,77.70899623848973,157.2994607976569,32.574197755667605,190.63133533825237,0.27181,3.4786160448808277,0.43220221272353315,0.0014,0
CP,100000,85.01323768705328,0.10143157496390284,32.07548035440443,45.20826628946859,78.96176749182641,145.1391981696389,40.02758729598719,172.59542556887655,0.21636,2.0964617972597357,0.46947350000000015,0.00034,0
PCMV_clip_fixed_target,100000,87.09708267828658,0.06745289868947389,21.330479463932427,35.40836192730911,96.38505104179862,103.90492583628782,27.256616843578673,104.22924333007799,0.13398,2.725601382371455,0.6971474908069755,0.0,0
DOMV_clip,100000,89.0368838364641,0.09304121362017496,29.422215130603327,44.39486992922489,86.9525840025309,140.60521420458616,36.10151669078236,155.66351011537634,0.16442,1.9877406305931307,0.6896196771673214,0.0,0
cTCMV_clip,100000,83.30451422330626,0.06864042917068615,21.706009575083076,48.069576282145334,83.03938987312785,119.36105438952829,39.6548267162474,128.5978155818541,0.14236,1.5022523562790955,0.6058310391396956,0.0,0
dTCMV_clip,100000,89.86545344298716,0.13077974508044485,41.35618662704063,39.70060537584001,81.50843188256783,168.06579032079088,33.56382066895736,204.12598797435993,0.24248,3.068046746107714,0.5396368652473679,0.002,0
