strategy,mean_diff,paired_se,ci_low,ci_high,lcvar_diff,glide_mae
PCMV_saved,1.667009632254186,0.014252440734263896,1.6390748484150288,1.6949444160933433,-1.4192285643213296,0.030343882550463577
DOMV_saved,3.7464651408433047,0.02310267958176401,3.701183888863047,3.7917463928235624,-3.279093951997261,0.08545892219170145
cTCMV_saved,-1.9837659300646058,0.010956195712305796,-2.005240073660725,-1.9622917864684863,0.11118394928767117,0.018147888933213077
dTCMV_saved,4.443369262196911,0.02555398027665926,4.393283460854659,4.493455063539163,0.9499118784939711,0.14651708876124342
