strategy,mean_diff,paired_se,ci_low,ci_high,lcvar_diff,glide_mae
PCMV_saved,0.07361360816860503,0.0022813036220376156,0.0691422530694113,0.07808496326779876,-0.01241443053367064,0.00667516718650263
DOMV_saved,-0.5639045947909888,0.003860518386950938,-0.5714712108294125,-0.556337978752565,1.6176601946722258,0.06472438944321408
cTCMV_saved,0.04923461821431896,0.001085379986872266,0.04710727344004932,0.0513619629885886,-0.6627499335863796,0.007956555543900921
dTCMV_saved,0.37514690486986035,0.004424122197574443,0.36647562536261447,0.38381818437710624,-0.960971934404153,0.043874226732708556
