strategy,step,year,raw_mass_before_normalization,raw_mass_error,lower_excursion_mass,upper_excursion_mass
PCMV,102,8.5,1.0000000000000002,2.220446049250313e-16,0.0,0.0
PCMV,103,8.583333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,0.0
PCMV,104,8.666666666666666,1.0,0.0,0.0,0.0
PCMV,105,8.75,1.0,0.0,0.0,0.0
PCMV,106,8.833333333333332,1.0000000000000004,4.440892098500626e-16,0.0,0.0
PCMV,107,8.916666666666666,0.9999999999999992,7.771561172376096e-16,0.0,0.0
PCMV,108,9.0,1.0000000000000002,2.220446049250313e-16,0.0,0.0
PCMV,109,9.083333333333332,0.9999999999999998,2.220446049250313e-16,0.0,0.0
PCMV,110,9.166666666666666,1.0,0.0,0.0,0.0
PCMV,111,9.25,1.0000000000000004,4.440892098500626e-16,0.0,0.0
PCMV,112,9.333333333333332,0.9999999999999992,7.771561172376096e-16,0.0,0.0
PCMV,113,9.416666666666666,0.9999999999999999,1.1102230246251565e-16,0.0,0.0
PCMV,114,9.5,1.0,0.0,0.0,0.0
PCMV,115,9.583333333333332,1.0000000000000002,2.220446049250313e-16,0.0,0.0
PCMV,116,9.666666666666666,1.0,0.0,0.0,0.0
PCMV,117,9.75,0.9999999999999997,3.3306690738754696e-16,0.0,0.0
PCMV,118,9.833333333333332,1.0,0.0,0.0,0.0
PCMV,119,9.916666666666666,1.0,0.0,0.0,0.0
PCMV,120,10.0,0.9999999999999998,2.220446049250313e-16,0.0,0.0
PCMV,121,10.083333333333332,1.0,0.0,0.0,0.0
PCMV,122,10.166666666666666,1.0,0.0,0.0,0.0
PCMV,123,10.25,0.9999999999999996,4.440892098500626e-16,0.0,0.0
PCMV,124,10.333333333333332,1.0,0.0,0.0,0.0
PCMV,125,10.416666666666666,1.0000000000000002,2.220446049250313e-16,0.0,0.0
PCMV,126,10.5,0.9999999999999997,3.3306690738754696e-16,0.0,0.0
PCMV,127,10.583333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,0.0
PCMV,128,10.666666666666666,1.0,0.0,0.0,0.0
PCMV,129,10.75,0.9999999999999997,3.3306690738754696e-16,0.0,0.0
PCMV,130,10.833333333333332,1.0000000000000002,2.220446049250313e-16,0.0,0.0
PCMV,131,10.916666666666666,0.9999999999999998,2.220446049250313e-16,0.0,0.0
PCMV,132,11.0,1.0,0.0,0.0,0.0
PCMV,133,11.083333333333332,1.0000000000000004,4.440892098500626e-16,0.0,0.0
PCMV,134,11.166666666666666,0.9999999999999997,3.3306690738754696e-16,0.0,0.0
PCMV,135,11.25,0.9999999999999998,2.220446049250313e-16,0.0,0.0
PCMV,136,11.333333333333332,1.0000000000000002,2.220446049250313e-16,0.0,0.0
PCMV,137,11.416666666666666,0.9999999999999996,4.440892098500626e-16,0.0,0.0
PCMV,138,11.5,1.0000000000000002,2.220446049250313e-16,0.0,0.0
PCMV,139,11.583333333333332,0.9999999999999998,2.220446049250313e-16,0.0,1.2392211676498478e-145
PCMV,140,11.666666666666666,1.0,0.0,0.0,1.2356264534009838e-142
PCMV,141,11.75,1.0,0.0,0.0,3.1900019609309485e-140
PCMV,142,11.833333333333332,0.9999999999999998,2.220446049250313e-16,0.0,3.9348102511910776e-138
PCMV,143,11.916666666666666,0.9999999999999997,3.3306690738754696e-16,0.0,3.116793849475124e-136
PCMV,144,12.0,1.0000000000000002,2.220446049250313e-16,0.0,1.8646921446338702e-134
PCMV,145,12.083333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,8.867182269349245e-133
PCMV,146,12.166666666666666,0.9999999999999998,2.220446049250313e-16,0.0,3.416102613961996e-131
PCMV,147,12.25,1.0,0.0,0.0,1.0856968907052378e-129
PCMV,148,12.333333333333332,0.9999999999999994,5.551115123125783e-16,0.0,2.904455453369564e-128
PCMV,149,12.416666666666666,0.9999999999999999,1.1102230246251565e-16,0.0,6.6700015270006574e-127
PCMV,150,12.5,1.0000000000000004,4.440892098500626e-16,0.0,1.3381611109832384e-125
PCMV,151,12.583333333333332,0.9999999999999997,3.3306690738754696e-16,0.0,2.3808851460486905e-124
PCMV,152,12.666666666666666,1.0,0.0,0.0,3.804697251233244e-123
PCMV,153,12.75,1.0000000000000002,2.220446049250313e-16,0.0,5.519284337280112e-122
PCMV,154,12.833333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,7.333914508171875e-121
PCMV,155,12.916666666666666,1.0,0.0,0.0,8.995078038029301e-120
PCMV,156,13.0,0.9999999999999997,3.3306690738754696e-16,0.0,1.0250469108966027e-118
PCMV,157,13.083333333333332,0.9999999999999998,2.220446049250313e-16,0.0,1.0914984690538292e-117
PCMV,158,13.166666666666666,1.0000000000000004,4.440892098500626e-16,0.0,1.0914429777901176e-116
PCMV,159,13.25,0.9999999999999994,5.551115123125783e-16,0.0,1.0293831327344435e-115
PCMV,160,13.333333333333332,1.0000000000000002,2.220446049250313e-16,0.0,9.19252392457267e-115
PCMV,161,13.416666666666666,1.0000000000000002,2.220446049250313e-16,0.0,7.799651546116136e-114
PCMV,162,13.5,0.9999999999999994,5.551115123125783e-16,0.0,6.307290548907614e-113
PCMV,163,13.583333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,4.874684416113853e-112
PCMV,164,13.666666666666666,0.9999999999999998,2.220446049250313e-16,0.0,3.6097421323633936e-111
PCMV,165,13.75,1.0000000000000002,2.220446049250313e-16,0.0,2.5669465115351443e-110
PCMV,166,13.833333333333332,0.9999999999999996,4.440892098500626e-16,0.0,1.7565479517673494e-109
PCMV,167,13.916666666666666,0.9999999999999999,1.1102230246251565e-16,0.0,1.1588146274644868e-108
PCMV,168,14.0,1.0000000000000002,2.220446049250313e-16,0.0,7.382651290431126e-108
PCMV,169,14.083333333333332,1.0,0.0,0.0,4.549065292134341e-107
PCMV,170,14.166666666666666,1.0000000000000002,2.220446049250313e-16,0.0,2.7148817850648064e-106
PCMV,171,14.25,0.9999999999999998,2.220446049250313e-16,0.0,1.5712786502116605e-105
PCMV,172,14.333333333333332,0.9999999999999996,4.440892098500626e-16,0.0,8.829512718189867e-105
PCMV,173,14.416666666666666,1.0000000000000002,2.220446049250313e-16,0.0,4.822451355485783e-104
PCMV,174,14.5,1.0,0.0,0.0,2.5625750622283913e-103
PCMV,175,14.583333333333332,0.9999999999999998,2.220446049250313e-16,0.0,1.3260540020129982e-102
PCMV,176,14.666666666666666,1.0,0.0,0.0,6.687938155584809e-102
PCMV,177,14.75,0.9999999999999996,4.440892098500626e-16,0.0,3.290153404391104e-101
PCMV,178,14.833333333333332,1.0,0.0,0.0,1.5800047125213957e-100
PCMV,179,14.916666666666666,0.9999999999999999,1.1102230246251565e-16,0.0,7.411842495178152e-100
PCMV,180,15.0,1.0000000000000004,4.440892098500626e-16,0.0,3.398684514996395e-99
PCMV,181,15.083333333333332,0.9999999999999997,3.3306690738754696e-16,0.0,1.524367718495501e-98
PCMV,182,15.166666666666666,0.9999999999999999,1.1102230246251565e-16,0.0,6.691567828427854e-98
PCMV,183,15.25,1.0000000000000004,4.440892098500626e-16,0.0,2.8765991852547863e-97
PCMV,184,15.333333333333332,0.999999999999999,9.992007221626409e-16,0.0,1.2116812492932116e-96
PCMV,185,15.416666666666666,1.0000000000000009,8.881784197001252e-16,0.0,5.003688870315626e-96
PCMV,186,15.5,0.999999999999999,9.992007221626409e-16,0.0,2.0268060983888715e-95
PCMV,187,15.583333333333332,1.0000000000000004,4.440892098500626e-16,0.0,8.057004779486749e-95
PCMV,188,15.666666666666666,1.0,0.0,0.0,3.144755952327685e-94
PCMV,189,15.75,0.9999999999999998,2.220446049250313e-16,0.0,1.2057515508512457e-93
PCMV,190,15.833333333333332,0.9999999999999997,3.3306690738754696e-16,0.0,4.543447032122161e-93
PCMV,191,15.916666666666666,0.9999999999999999,1.1102230246251565e-16,0.0,1.6833052312214105e-92
PCMV,192,16.0,1.0000000000000002,2.220446049250313e-16,0.0,6.134469956475744e-92
PCMV,193,16.083333333333332,0.9999999999999998,2.220446049250313e-16,0.0,2.1999314463223768e-91
PCMV,194,16.166666666666664,1.0,0.0,0.0,7.76666639926075e-91
PCMV,195,16.25,1.0,0.0,0.0,2.7003710485584952e-90
PCMV,196,16.333333333333332,0.9999999999999998,2.220446049250313e-16,0.0,9.249961850054032e-90
PCMV,197,16.416666666666664,0.9999999999999996,4.440892098500626e-16,0.0,3.1227930017463617e-89
PCMV,198,16.5,1.0000000000000002,2.220446049250313e-16,0.0,1.0394102442206929e-88
PCMV,199,16.583333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,3.412085773892704e-88
PCMV,200,16.666666666666664,1.0000000000000002,2.220446049250313e-16,0.0,1.1050592968657903e-87
PCMV,201,16.75,0.9999999999999993,6.661338147750939e-16,0.0,3.5320146846134978e-87
PCMV,202,16.833333333333332,1.0000000000000002,2.220446049250313e-16,0.0,1.1144598315286362e-86
PCMV,203,16.916666666666664,1.0,0.0,0.0,3.4724846027375775e-86
PCMV,204,17.0,1.0,0.0,0.0,1.068746238289382e-85
PCMV,205,17.083333333333332,0.9999999999999998,2.220446049250313e-16,0.0,3.250028089855078e-85
PCMV,206,17.166666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,9.767724544986586e-85
PCMV,207,17.25,1.0,0.0,0.0,2.902049256993003e-84
PCMV,208,17.333333333333332,1.0,0.0,0.0,8.525669287815933e-84
PCMV,209,17.416666666666664,1.0,0.0,0.0,2.4772385371862508e-83
PCMV,210,17.5,0.9999999999999997,3.3306690738754696e-16,0.0,7.120694536887057e-83
PCMV,211,17.583333333333332,1.0000000000000004,4.440892098500626e-16,0.0,2.0252935764752684e-82
PCMV,212,17.666666666666664,0.9999999999999997,3.3306690738754696e-16,0.0,5.701080379406183e-82
PCMV,213,17.75,1.0000000000000002,2.220446049250313e-16,0.0,1.5886163351024798e-81
PCMV,214,17.833333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,4.382879501873055e-81
PCMV,215,17.916666666666664,1.0,0.0,0.0,1.1974617102047303e-80
PCMV,216,18.0,0.9999999999999998,2.220446049250313e-16,0.0,3.2404507048411227e-80
PCMV,217,18.083333333333332,0.9999999999999998,2.220446049250313e-16,0.0,8.686968309129239e-80
PCMV,218,18.166666666666664,1.0,0.0,0.0,2.3074104563911932e-79
PCMV,219,18.25,0.9999999999999999,1.1102230246251565e-16,0.0,6.073619612162531e-79
PCMV,220,18.333333333333332,1.0,0.0,0.0,1.5845517196622971e-78
PCMV,221,18.416666666666664,1.0000000000000002,2.220446049250313e-16,0.0,4.0979733184834015e-78
PCMV,222,18.5,0.9999999999999994,5.551115123125783e-16,0.0,1.0507548415455539e-77
PCMV,223,18.583333333333332,1.0,0.0,0.0,2.6715723948513302e-77
PCMV,224,18.666666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,6.736395840207154e-77
PCMV,225,18.75,1.0000000000000004,4.440892098500626e-16,0.0,1.6847807950067728e-76
PCMV,226,18.833333333333332,0.9999999999999996,4.440892098500626e-16,0.0,4.17996569009838e-76
PCMV,227,18.916666666666664,1.0000000000000002,2.220446049250313e-16,0.0,1.0288979206082087e-75
PCMV,228,19.0,0.9999999999999997,3.3306690738754696e-16,0.0,2.513028076840402e-75
PCMV,229,19.083333333333332,1.0,0.0,0.0,6.091182811507711e-75
PCMV,230,19.166666666666664,1.0,0.0,0.0,1.4653370902127686e-74
PCMV,231,19.25,0.9999999999999998,2.220446049250313e-16,0.0,3.4990980506463493e-74
PCMV,232,19.333333333333332,0.9999999999999997,3.3306690738754696e-16,0.0,8.29482292450747e-74
PCMV,233,19.416666666666664,0.9999999999999998,2.220446049250313e-16,0.0,1.9522665904481522e-73
PCMV,234,19.5,1.0000000000000004,4.440892098500626e-16,0.0,4.562464643730565e-73
PCMV,235,19.583333333333332,0.9999999999999997,3.3306690738754696e-16,0.0,1.0588502831128009e-72
PCMV,236,19.666666666666664,1.0000000000000004,4.440892098500626e-16,0.0,2.440559754988855e-72
PCMV,237,19.75,1.0,0.0,0.0,5.5873814750834e-72
PCMV,238,19.833333333333332,0.9999999999999993,6.661338147750939e-16,0.0,1.270674552977017e-71
PCMV,239,19.916666666666664,1.0000000000000002,2.220446049250313e-16,0.0,2.8708443215066676e-71
PCMV,240,20.0,0.9999999999999998,2.220446049250313e-16,0.0,6.444296036821857e-71
PCMV,241,20.083333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,1.4373819034163246e-70
PCMV,242,20.166666666666664,1.0,0.0,0.0,3.18595141966734e-70
PCMV,243,20.25,1.0000000000000002,2.220446049250313e-16,0.0,7.018026312822592e-70
PCMV,244,20.333333333333332,0.9999999999999996,4.440892098500626e-16,0.0,1.536517283776159e-69
PCMV,245,20.416666666666664,1.0,0.0,0.0,3.3438243977125185e-69
PCMV,246,20.5,0.9999999999999999,1.1102230246251565e-16,0.0,7.233844740347164e-69
PCMV,247,20.583333333333332,1.0000000000000002,2.220446049250313e-16,0.0,1.5557865136677036e-68
PCMV,248,20.666666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,3.3267530608756646e-68
PCMV,249,20.75,1.0,0.0,0.0,7.073181332757544e-68
PCMV,250,20.833333333333332,1.0,0.0,0.0,1.4954293452171535e-67
PCMV,251,20.916666666666664,1.0000000000000004,4.440892098500626e-16,0.0,3.1441728482795765e-67
PCMV,252,21.0,0.9999999999999997,3.3306690738754696e-16,0.0,6.57458271498715e-67
PCMV,253,21.083333333333332,0.9999999999999993,6.661338147750939e-16,0.0,1.367358663461062e-66
PCMV,254,21.166666666666664,0.9999999999999998,2.220446049250313e-16,0.0,2.828653442580471e-66
PCMV,255,21.25,1.0000000000000007,6.661338147750939e-16,0.0,5.820898566974721e-66
PCMV,256,21.333333333333332,0.9999999999999996,4.440892098500626e-16,0.0,1.1916333813987299e-65
PCMV,257,21.416666666666664,0.9999999999999996,4.440892098500626e-16,0.0,2.4269810645565053e-65
PCMV,258,21.5,1.0,0.0,0.0,4.9180098879353155e-65
PCMV,259,21.583333333333332,1.0,0.0,0.0,9.916063848375815e-65
PCMV,260,21.666666666666664,1.0000000000000002,2.220446049250313e-16,0.0,1.9894966785669867e-64
PCMV,261,21.75,1.0,0.0,0.0,3.9721684524479685e-64
PCMV,262,21.833333333333332,0.9999999999999993,6.661338147750939e-16,0.0,7.892574012603384e-64
PCMV,263,21.916666666666664,1.0000000000000002,2.220446049250313e-16,0.0,1.5607802468067646e-63
PCMV,264,22.0,1.0000000000000002,2.220446049250313e-16,0.0,3.072005449899508e-63
PCMV,265,22.083333333333332,0.9999999999999997,3.3306690738754696e-16,0.0,6.018439268959255e-63
PCMV,266,22.166666666666664,1.0,0.0,0.0,1.1736849841659172e-62
PCMV,267,22.25,0.9999999999999998,2.220446049250313e-16,0.0,2.278497781610157e-62
PCMV,268,22.333333333333332,0.9999999999999998,2.220446049250313e-16,0.0,4.40350256989987e-62
PCMV,269,22.416666666666664,1.0000000000000004,4.440892098500626e-16,0.0,8.472727406754413e-62
PCMV,270,22.5,0.9999999999999994,5.551115123125783e-16,0.0,1.6231022560469155e-61
PCMV,271,22.583333333333332,1.0000000000000004,4.440892098500626e-16,0.0,3.09590849816073e-61
PCMV,272,22.666666666666664,0.9999999999999996,4.440892098500626e-16,0.0,5.879920550851626e-61
PCMV,273,22.75,1.0000000000000002,2.220446049250313e-16,0.0,1.1120313594654294e-60
PCMV,274,22.833333333333332,0.9999999999999997,3.3306690738754696e-16,0.0,2.094332312954297e-60
PCMV,275,22.916666666666664,0.9999999999999997,3.3306690738754696e-16,0.0,3.928054547318296e-60
PCMV,276,23.0,1.0,0.0,0.0,7.337241231236731e-60
PCMV,277,23.083333333333332,1.0,0.0,0.0,1.3649951781156647e-59
PCMV,278,23.166666666666664,0.9999999999999996,4.440892098500626e-16,0.0,2.529250146820252e-59
PCMV,279,23.25,1.0000000000000007,6.661338147750939e-16,0.0,4.6680314985708045e-59
PCMV,280,23.333333333333332,0.9999999999999998,2.220446049250313e-16,0.0,8.581747886908135e-59
PCMV,281,23.416666666666664,1.0,0.0,0.0,1.5715783545270089e-58
PCMV,282,23.5,0.9999999999999998,2.220446049250313e-16,0.0,2.867032790193081e-58
PCMV,283,23.583333333333332,1.0,0.0,0.0,5.2105471906987236e-58
PCMV,284,23.666666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,9.434208725013572e-58
PCMV,285,23.75,0.9999999999999994,5.551115123125783e-16,0.0,1.7018302252379794e-57
PCMV,286,23.833333333333332,1.0000000000000007,6.661338147750939e-16,0.0,3.058668706281956e-57
PCMV,287,23.916666666666664,0.9999999999999997,3.3306690738754696e-16,0.0,5.477352309146219e-57
PCMV,288,24.0,1.0,0.0,0.0,9.773435408891268e-57
PCMV,289,24.083333333333332,0.9999999999999998,2.220446049250313e-16,0.0,1.7377135833558019e-56
PCMV,290,24.166666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,3.078784627971451e-56
PCMV,291,24.25,1.0000000000000002,2.220446049250313e-16,0.0,5.435833237969697e-56
PCMV,292,24.333333333333332,1.0,0.0,0.0,9.564316402088899e-56
PCMV,293,24.416666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,1.6770955005424013e-55
PCMV,294,24.5,0.9999999999999999,1.1102230246251565e-16,0.0,2.9308427887538475e-55
PCMV,295,24.583333333333332,0.9999999999999998,2.220446049250313e-16,0.0,5.104729312296325e-55
PCMV,296,24.666666666666664,0.9999999999999998,2.220446049250313e-16,0.0,8.861612369002665e-55
PCMV,297,24.75,1.0000000000000002,2.220446049250313e-16,0.0,1.5332987146776384e-54
PCMV,298,24.833333333333332,0.9999999999999998,2.220446049250313e-16,0.0,2.6444096215686205e-54
PCMV,299,24.916666666666664,1.0000000000000002,2.220446049250313e-16,0.0,4.5460306067767505e-54
PCMV,300,25.0,0.9999999999999993,6.661338147750939e-16,0.0,7.790246221168918e-54
PCMV,301,25.083333333333332,1.0000000000000004,4.440892098500626e-16,0.0,1.3307563590507943e-53
PCMV,302,25.166666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,2.2661444704420084e-53
PCMV,303,25.25,0.9999999999999997,3.3306690738754696e-16,0.0,3.8470804229290054e-53
PCMV,304,25.333333333333332,1.0,0.0,0.0,6.510919586377066e-53
PCMV,305,25.416666666666664,1.0,0.0,0.0,1.0985842708888622e-52
PCMV,306,25.5,0.9999999999999999,1.1102230246251565e-16,0.0,1.8480631501220984e-52
PCMV,307,25.583333333333332,1.0000000000000004,4.440892098500626e-16,0.0,3.0995943242067545e-52
PCMV,308,25.666666666666664,0.9999999999999993,6.661338147750939e-16,0.0,5.183338701961435e-52
PCMV,309,25.75,1.0000000000000002,2.220446049250313e-16,0.0,8.642569855106597e-52
PCMV,310,25.833333333333332,1.0,0.0,0.0,1.436866834517047e-51
PCMV,311,25.916666666666664,0.9999999999999999,1.1102230246251565e-16,0.0,2.3820014888643008e-51
PCMV,312,26.0,1.0000000000000004,4.440892098500626e-16,0.0,3.937593141156388e-51
PCMV,313,26.083333333333332,0.9999999999999992,7.771561172376096e-16,0.0,6.490740082281874e-51
PCMV,314,26.166666666666664,1.0000000000000004,4.440892098500626e-16,0.0,1.0669480598371283e-50
PCMV,315,26.25,0.9999999999999994,5.551115123125783e-16,0.0,1.748996680101747e-50
PCMV,316,26.333333333333332,0.9999999999999999,1.1102230246251565e-16,0.0,2.8591843742058663e-50
PCMV,317,26.416666666666664,1.0000000000000002,2.220446049250313e-16,0.0,4.661369048405008e-50
PCMV,318,26.5,1.0,0.0,0.0,7.579027899532932e-50
PCMV,319,26.583333333333332,0.9999999999999996,4.440892098500626e-16,0.0,1.2290020851714338e-49
PCMV,320,26.666666666666664,1.0,0.0,0.0,1.9876554382281046e-49
PCMV,321,26.75,0.9999999999999998,2.220446049250313e-16,0.0,3.2061887827777e-49
