state_label,year,state,starting_x,strategy,mean,stdev,median,q05,cvar05,q95,skewness
"Year 30, median state",30,q50,45.267631401426,cTCMV,72.40684765476439,14.800126496180589,72.9796780980473,48.45752405607884,43.46752129698599,96.86034058493996,0.1757365896205032
"Year 30, median state",30,q50,45.267631401426,dTCMV,81.37467421348761,32.694460853229096,74.87211810870319,39.135789990949135,33.9470668643977,142.0299080840599,1.2243410520983982
"Year 30, high state",30,q90,67.41219352243881,cTCMV,98.82007289814212,16.28698241975875,98.96309330796709,72.9796780980473,66.63369130324996,125.48911151227436,0.1338903172886371
"Year 30, high state",30,q90,67.41219352243881,dTCMV,114.1458352150552,44.592753004402994,107.54211820052603,56.78277744690894,48.35950914284237,198.8419543375557,1.060347558966925
"Year 35, low state",35,q10,36.19688736289694,cTCMV,48.29159501231889,9.279693833520822,48.45752405607884,33.34486740654338,30.03717662873325,63.793291290635686,0.1635229880604487
"Year 35, low state",35,q10,36.19688736289694,dTCMV,51.34368558392404,17.079901583981915,48.45752405607884,27.908822109536413,25.367952658854385,82.62185179595865,1.021293862197917
