x_max,n_x,target_mean,gamma0,mean,stdev,q05,q50,q95,lcvar05,ucvar95,average_glide,epsilon_M,epsilon_Q,max_raw_mass_error,max_step_upper_excursion_mass,cumulative_upper_excursion_flux,terminal_upper_boundary_mass,max_step_lower_excursion_mass
900.0,451,84.77708640828797,1.1873336791992186,84.77697698750076,42.16753730506851,34.75990745205544,76.78266799050033,164.40491606875526,28.357471638579224,202.76580454008865,0.4321523260056275,3.240074875066057e-12,3.474269760772586e-10,1.9984014443252818e-15,3.74358005640058e-08,2.0452841042266025e-07,3.7725200994825605e-08,0.0
