strategy,mean,stdev,skewness,q05,q50,q95,cvar05,avg_glide,upper_bind
PCMV,84.77708640828797,22.959350561136212,-1.2506388066301586,33.34486740654338,92.7058701311799,109.72844366410754,24.523728526013276,0.6735807832596588,0.4446125263479926
DOMV,84.7770898981271,28.625491692047113,0.41439307513501794,40.63729289483591,82.62185179595865,134.8470555747652,33.33629794553829,0.6317614615777856,0.27792373276992594
cTCMV,84.77920606187617,28.55277615026856,0.41425993436746045,42.159895196201106,82.62185179595865,134.8470555747652,33.38504160370363,0.6239715355137461,0.2588115468659198
dTCMV,84.77813764030321,41.34896534024827,1.347117214006843,34.75990745205544,76.78266799050033,164.40491606875526,28.39828677069946,0.43572343797081875,0.05708940529963444
CP,84.7770849681044,37.92726415185425,1.3940424009380843,39.135789990949135,76.78266799050033,156.81053633662316,32.502818511509105,0.46947350000000015,0.0
