mean,stdev,variance,third_central_moment,skewness,q01,q05,q10,q25,q50,q75,q90,q95,q99,cvar05,ucvar95,eta0,gamma0,mean_abs_glide,mean_upper_binding,terminal_boundary_mass,F0_backward,F0_forward,G0_backward,G0_forward,K0_backward,K0_forward
70.34483966999647,22.966629856697466,527.4660869745475,11051.165637733955,0.9122550473508737,30.581532253294114,39.135789990949135,43.70340373471835,53.39339325316426,67.41219352243881,82.62185179595865,98.96309330796707,111.93122851425929,139.62010424104938,33.441002044542046,129.07671537893538,0.0,2.5,0.28113718879958466,0.04002292356041475,3.958028428353317e-07,70.34489932234571,70.34483966999647,5475.9099210168815,5475.862555172057,470479.5313782255,470458.87377541955
73.3731491021588,25.025028513867554,626.2520521198841,14686.971336095517,0.9371486940166999,29.233721898811464,39.135789990949135,45.267631401425994,55.07830796684873,71.10546424284871,86.60316926201418,105.37233515089733,118.63753046550686,149.35164659962018,33.33849782344408,137.73927708790907,0.5,2.5,0.3769646795547177,0.09417749834448018,1.5070587951533437e-06,73.37350824293439,73.37314910215882,6010.088372432277,6009.871061287509,547643.4199491246,547550.3071921436
84.27994619039531,33.705019006759244,1136.0283062460019,40117.17291733576,1.0477232737464108,27.908822109536413,39.135789990949135,46.852396820816026,60.24979081859183,78.71121401515323,101.08273587238082,130.136538531141,146.8957439677497,187.98538081318142,32.73749324585006,172.9509533106453,1.0,2.5,0.5663168744748744,0.207706376652374,5.075132908789293e-05,84.30504353910338,84.27994619039531,8253.157553516025,8239.137636101927,931905.2742585966,926000.0585856248
97.66341389324043,46.72052017585703,2182.807005502664,101169.97577918178,0.9920387526545501,25.328834455928472,39.135789990949135,46.852396820816026,63.793291290635686,88.6200731655727,123.18923611767616,161.85850139205118,187.98538081318142,238.60778210582635,30.69958930897589,218.73661042838373,2.0,2.5,0.7493621881012399,0.4913575324792421,0.0007195344502583183,98.14774331380161,97.66341389324043,11989.758433875699,11720.949418785049,1784907.5174269462,1672238.6781426645
