eta0,gamma0,mean,stdev,variance,third_central_moment,skewness,q05,q50,q95,cvar05,ucvar95,F0_backward,F0_forward,G0_backward,G0_forward,K0_backward,K0_forward,mean_abs_glide,mean_upper_binding,terminal_boundary_mass,mv_nesting_mean_abs_glide_gap,mv_nesting_max_abs_glide_gap,mv_nesting_final_glide_gap,mv_saved_final_glide,mvs_eta0_final_glide
0.0,1.193359375,84.47451441224628,41.04297098266494,1684.5254670838763,93224.0243181433,1.348377431896811,34.75990745205544,76.78266799050034,161.85850139205118,28.41305586837004,198.03910166115105,84.63582319514657,84.47451441224628,8910.01733612373,8820.469052268678,1160551.1225245101,1122927.8060907314,0.4307151629221725,0.05390017843720293,0.0010978576740011416,0.008289798188119972,0.038346345189267106,-0.001753327973930352,0.9974263752050099,0.9956730472310795
0.5,1.193359375,113.27673460712087,67.5486192502206,4562.815962611272,283649.0295718057,0.9203051953944157,29.233721898811464,98.96309330796707,256.47054437703486,23.27489956783314,283.5008240152879,118.61754597954176,113.2767346071209,20293.66658017602,17394.434565863365,4483883.89909499,3287755.5632457435,0.8722145216110633,0.5741509767494486,0.016508302450713518,,,,,
1.0,1.193359375,110.60236280761818,70.1643820425403,4923.040507411551,331974.25539956737,0.9610683862756024,27.908822109536413,92.7058701311799,262.53171672547796,21.83551779459427,285.7288294563581,115.68265340439935,110.60236280761818,19930.365149298046,17155.92316603955,4468491.210169786,3318459.7183441604,0.7000710421881889,0.613810605395967,0.018142027956979424,,,,,
2.0,1.193359375,108.47135228285664,68.93304547788479,4751.764758856133,326128.26861453935,0.9956485059626613,27.908822109536413,90.65433953454442,256.47054437703486,21.726866879451887,283.36977551902464,112.26672492919009,108.47135228285663,18604.918130890564,16517.799024927725,4018598.4487195276,3148696.9638311947,0.6894828856632628,0.6485442702411585,0.016370862012943004,,,,,
